609,RATNAMANI,INE703B01027,2343.6,20
610,POLYMED,INE205C01021,1879.1,20
611,COROMANDEL,INE169A01031,2264.4,20
612,CIEINDIA,INE536H01010,415.95,20
613,SGBDEC26,IN0020180389,13333,10
614,GLENMARK,INE935A01035,1878,20
615,SAMHI,INE08U801020,184.82,20
616,LT,INE018A01030,4037.4,9
617,STARHEALTH,INE575P01011,505.55,20
618,AXISBANK,INE238A01034,1285.2,9
619,RAILTEL,INE0DD101019,349.6,20
620,JSWENERGY,INE121E01018,504.85,20
621,VMM,INE01EA01019,135.36,20
622,KRISHANA,INE506W01012,527.15,20
623,ELECTCAST,INE086A01029,76.87,20
624,PARKHOTELS,INE988S01028,139.67,20
625,CAPACITE,INE264T01014,289.9,20
626,BSE,INE118H01025,2895.5,21.51
627,AJMERA,INE298G01027,1017.6,20
628,IPCALAB,INE571A01038,1438.2,20
629,FDC,INE258B01022,413.95,20
630,CRIZAC,INE0S4R01014,276.8,20
631,CENTRALBK,INE483A01010,38.64,20
632,HINDPETRO,INE094A01015,477.9,20
633,NLCINDIA,INE589A01014,249.5,20
634,SURYAROSNI,INE335A01020,263.95,20
635,LTGILTBEES,INF204KB1882,29.15,10
636,INGERRAND,INE177A01018,3889.1,20
637,BAJFINANCE,INE296A01032,1028.6,10.62
638,ABBOTINDIA,INE358A01014,29585,20
639,PARADEEP,INE088F01024,159.36,20.79
640,ACUTAAS,INE00FF01025,1732.4,20
641,HEUBACHIND,INE492A01029,477.35,20
642,SCI,INE109A01011,248.85,20
643,AVALON,INE0LCL01028,1011.6,20
644,IOC,INE242A01010,168.7,20
645,OBEROIRLTY,INE093I01010,1708.5,20
646,BALKRISIND,INE787D01026,2299.7,20
647,IEX,INE022Q01020,143.13,20
648,POCL,INE063E01053,1349.5,25.04
649,NTPCGREEN,INE0ONG01011,97.5,20
650,EMBDL,INE069I01010,81.81,20
651,ENDURANCE,INE913H01037,2752.4,20
652,MIDHANI,INE099Z01011,353.15,20
653,ANUP,INE294Z01018,2402.8,20
654,ARISINFRA,INE0H9P01028,151.65,20
655,RTNPOWER,INE399K01017,10.25,20
656,INDHOTEL,INE053A01029,733.35,20
657,HIMATSEIDE,INE049A01027,128.33,20
658,AUTOBEES,INF204KC1337,282.57,20
659,GENESYS,INE727B01026,476.85,22.05
660,PNB,INE160A01022,123.86,20
661,FSL,INE684F01012,356.9,20
662,HARIOMPIPE,INE00EV01017,361.75,20
663,ULTRACEMCO,INE481G01011,11753,9
664,ASTRAZEN,INE203A01020,9133.5,20
665,PRINCEPIPE,INE689W01016,297.3,20
666,BANKBARODA,INE028A01039,288.25,20
667,ICICIGI,INE765G01017,2037.6,20
668,GHCL,INE539A01019,606.45,20
669,SUNPHARMA,INE044A01036,1777.4,9
670,APOLLO,INE713T01028,283.3,23.87
671,LIQUIDCASE,INF0R8F01034,111.46,5
672,QGOLDHALF,INF082J01408,101.35,20
673,RAMCOCEM,INE331A01037,996.8,20
674,GLAND,INE068V01023,1817.3,20
675,BEL,INE263A01024,423,12.17
676,SKIPPER,INE439E01022,489.95,20
677,OSWALPUMPS,INE0BYP01024,632.3,20
678,FUSION,INE139R01012,169.52,20
679,PICCADIL,INE546C01010,626.7,21.03
680,CONCOR,INE111A01025,515.4,20
681,SWARAJENG,INE277A01016,3735.2,20
682,GMRAIRPORT,INE776C01039,103.27,20
683,SGBDEC25XI,IN0020170133,12499.91,10
684,INDGN,INE065X01017,515.1,20
685,UGROCAP,INE583D01011,179.4,20
686,SAMMAANCAP,INE148I01020,157.02,20.32
687,FMCGIETF,INF109KC19V3,59.26,20
688,GAIL,INE129A01019,184.31,20
689,VENTIVE,INE781S01027,724.75,20
690,PATANJALI,INE619A01035,584.25,20
691,CREDITACC,INE741K01010,1328.3,20
692,DELHIVERY,INE148O01028,426,20
693,ABFRL,INE647O01011,78.38,20
694,FINPIPE,INE183A01024,179.95,20
695,SGBJU29III,IN0020210087,12871,10
696,IOB,INE565A01014,39.44,20
697,TMB,INE668A01016,493.8,20
698,SCHAEFFLER,INE513A01022,4054.5,20
699,ICICIPRULI,INE726G01019,618.4,20
700,CHOICEIN,INE102B01014,795,20
701,SUZLON,INE040H01021,56.7,20
702,ABCAPITAL,INE674K01013,327.85,20
703,UTIAMC,INE094J01016,1150.2,20
704,TIMETECHNO,INE508G01029,206.59,20
705,BAJAJCON,INE933K01021,278.35,20
706,GLOBUSSPR,INE615I01010,1139.7,20
707,MANINFRA,INE949H01023,125.22,20
708,DIXON,INE935N01020,15313,20
709,TMPV,INE155A01022,359.8,11.63
710,CONCORDBIO,INE338H01029,1440.4,20
711,MSUMI,INE0FS801015,49.05,20
712,CYIENT,INE136B01020,1148.9,20
713,MAMATA,INE0TO701015,423.35,20
714,SGBMAY28,IN0020200088,12739.82,10
715,SHRIPISTON,INE526E01018,2682.4,20
716,NATIONALUM,INE139A01034,257.62,20
717,KSCL,INE455I01029,1018.9,20
718,MEDIASSIST,INE456Z01021,462,20
719,BHARTIARTL,INE397D01024,2158.3,9
720,DALBHARAT,INE00R701025,2012.1,20
721,BEPL,INE922A01025,92.78,20
722,SILVER,INF209KB19F6,154.28,20
723,STAR,INE939A01011,923.4,20
724,RPOWER,INE614G01033,39.32,23.08
725,MEIL,INE0PKD01011,435.7,20
726,BAJAJHCARE,INE411U01027,430.7,20.83
727,NIVABUPA,INE995S01015,76.9,20
728,PRAJIND,INE074A01025,342.15,20
729,AKUMS,INE09XN01023,421.55,20
730,PARAS,INE045601023,746.65,20.74
731,MRPL,INE103A01014,174.23,20
732,LIQUID1,INF174KA1LV5,1078.66,5
733,DCW,INE500A01029,67.49,20
734,BHARATFORG,INE465A01025,1435.4,20
735,VEDL,INE205A01025,509.75,20
736,GPIL,INE177H01039,250,20
737,AMBUJACEM,INE079A01024,555.75,20
738,VOLTAS,INE226A01021,1411.8,20
739,HCG,INE075I01017,743.05,20
740,EDELWEISS,INE532F01054,113.52,20
741,NAM-INDIA,INE298J01013,885.8,20
742,CANFINHOME,INE477A01020,881.6,20
743,COCHINSHIP,INE704P01025,1724.7,20
744,SILVERIETF,INF109KC1Y56,154.36,20
745,MAPMYINDIA,INE0BV301023,1702.8,20
746,DLF,INE271C01023,741.1,20
747,AGARWALEYE,INE943P01029,494.9,20
748,CARBORUNIV,INE120A01034,833.9,20
749,NESCO,INE317F01035,1268.7,20
750,GOLDETF,INF769K01JP9,119.24,20
751,SGBJUN27,IN0020190073,12999.99,10
752,MAHSEAMLES,INE271B01025,571,20
753,VBL,INE200M01039,451.5,20
754,BALAMINES,INE050E01027,1195.5,20
755,NAVINFLUOR,INE048G01026,5979,20
756,TATAINVEST,INE672A01026,759.05,20
757,SGBJUL29IV,IN0020210111,12824.28,10
758,JMFINANCIL,INE780C01023,144.48,20
759,AZAD,INE02IJ01035,1740.3,20
760,SIGACHI,INE0D0K01022,35.27,20.48
761,LIQUIDIETF,INF109KC1KT9,1000,5
762,LALPATHLAB,INE600L01024,3127.4,20
763,JKPAPER,INE789E01012,369.8,20
764,EMSLIMITED,INE0OV601013,459.1,20
765,INDIACEM,INE383A01012,407.8,20
766,GENUSPOWER,INE955D01029,336.85,20
767,BLUEDART,INE233B01017,5905.5,20
768,SAMBHV,INE12NJ01018,108.5,20
769,RELIGARE,INE621H01010,257.45,20
770,HITECH,INE106T01025,105.36,20
771,MOM100,INF247L01023,65.62,6.35
772,KOLTEPATIL,INE094I01018,400.25,20
773,RALLIS,INE613A01020,250.3,20
774,LAXMIINDIA,INE06WU01026,138.63,20
775,EMIL,INE02YR01019,126.8,20
776,FINEORG,INE686Y01026,4619.3,20
777,CIPLA,INE059A01026,1529.2,9
778,LXCHEM,INE576O01020,183.37,20
779,LIQUIDPLUS,INF769K01MY5,1060.29,5
780,TEJASNET,INE010J01012,509.6,20
781,MANAPPURAM,INE522D01027,282.05,20
782,SAILIFE,INE570L01029,873.9,20
783,LIQUIDADD,INF740KA1UM0,1100.82,5
784,MAFANG,INF769K01HF4,167.41,20
785,TCS,INE467B01029,3144.8,9
786,EIDPARRY,INE126A01031,1029,20
787,PNBGILTS,INE859A01011,85.92,20
788,LLOYDSME,INE281B01032,1263.9,20
789,GARUDA,INE0JVO01026,217.68,23.08
790,JAINREC,INE0YD401026,425.8,20
791,HUDCO,INE031A01017,237.1,20
792,SGBFEB28IX,IN0020190545,12798.95,10
793,POWERMECH,INE211R01019,2416.2,20
794,ADANIGREEN,INE364U01010,1060,20
795,NETWEB,INE0NT901020,3439.6,24.64
796,IDFCFIRSTB,INE092T01019,78.93,20
797,AWFIS,INE108V01019,548.5,20
798,SHAILY,INE151G01028,2581.5,21.03
799,BAJAJ-AUTO,INE917I01010,8979.5,9.59
800,CEMPRO,INE686A01026,810.35,20
801,WELENT,INE625G01013,536.85,20
802,PRICOLLTD,INE726V01018,653.55,20
803,JKLAKSHMI,INE786A01032,816.9,20
804,CIGNITITEC,INE675C01017,1784.6,20
805,GRAVITA,INE024L01027,1701.6,20
806,BHEL,INE257A01026,285.25,20
807,500285,INE285B01017,36.08,22.02
808,USHAMART,INE228A01035,438.9,20
809,BOSCHLTD,INE323A01026,37050,20
810,BIKAJI,INE00E101023,721.05,20
811,RATEGAIN,INE0CLI01024,714.4,20
812,MAHSCOOTER,INE288A01013,15066,20
813,DABUR,INE016A01026,525.05,20
814,CHENNPETRO,INE178A01016,1076.35,20.04
815,EQUITASBNK,INE063P01018,64.4,20
816,JBMA,INE927D01051,624.55,20
817,KRBL,INE001B01026,423.8,20
818,SENCO,INE602W01027,320.1,20
819,LIQGRWBEES,INF204KC1FU1,1016.72,5
820,NIFTYBEES,INF204KB14I2,295.64,6
821,CPSEETF,INF457M01133,93.23,20
822,SMARTWORKS,INE0NAZ01010,564.75,20
823,KEI,INE878B01027,4167.3,20
824,ARKADE,INE0QRL01017,167.2,20
825,EUROPRATIK,INE198501012,361.05,20
826,VMART,INE665J01013,814.3,20
827,JUBLFOOD,INE797F01020,591.15,20
828,SBILIFE,INE123W01016,2027.1,9
829,SOLARINDS,INE343H01029,13951,20
830,PARAGMILK,INE883N01014,344.85,20.13
831,ZEEL,INE256A01028,98.37,20
832,SONATSOFTW,INE269A01021,364.95,20
833,MAHLOG,INE766P01016,329.3,20
834,CUPID,INE509F01029,329.51,20
835,CCL,INE421D01022,1014.85,20
836,OFSS,INE881D01027,8372.5,20
837,HEMIPROP,INE0AJG01018,141.14,20
838,LOTUSDEV,INE0V9Q01010,170.92,20
839,SOLARWORLD,INE0TY101024,303.45,20
840,CUMMINSIND,INE298A01020,4375.7,20
841,PREMEXPLN,INE863B01029,570.45,26.52
842,AJAXENGG,INE274Y01021,650.15,20
843,SGBDE31III,IN0020230168,13865.84,10
844,NBCC,INE095N01031,115.99,20
845,REPCOHOME,INE612J01015,415.35,20
846,CAMS,INE596I01012,4014.5,20
847,EBGNG,INE18JU01028,335.2,20
848,MANGCHEFER,INE558B01017,308.75,20
849,MOREALTY,INF247L01CI4,92.45,20
850,INDIGOPNTS,INE09VQ01012,1306.9,20
851,SGBOC28VII,IN0020200203,12752.21,10
852,STYRENIX,INE189B01011,2067.2,20
853,MPHASIS,INE356A01018,2740.4,20
854,JUBLINGREA,INE0BY001018,724.25,20
855,SGBAUG30,IN0020220078,13208.33,10
856,BBTC,INE050A01025,1919.4,20
857,531201,INE024F01011,4278.25,20.81
858,TRAVELFOOD,INE103V01028,1321.7,20
859,KPEL,INE127T01021,404.3,20.68
860,SHRINGARMS,INE1B3L01017,227.02,20
861,NIFTYETF,INF769K01EG9,282.4,6
862,NAZARA,INE418L01047,263.65,20
863,BAYERCROP,INE462A01022,4576.2,20
864,GMBREW,INE075D01018,1050.6,20
865,HFCL,INE548A01028,73.4,20
866,CRISIL,INE007A01025,4588.1,20
867,PCJEWELLER,INE785M01021,10.86,22.88
868,POWERGRID,INE752E01010,277.2,9.47
869,HPL,INE495S01016,441.2,21.42
870,PAISALO,INE420C01059,34.73,20
871,GESHIP,INE017A01032,1100.6,20
872,APOLLOTYRE,INE438A01022,519.25,20
873,CELLO,INE0LMW01024,594.2,20
874,ANANDRATHI,INE463V01026,2870.4,20
875,SGBDEC2512,IN0020170141,12500,10
876,EMUDHRA,INE01QM01018,620.3,20
877,SUNTV,INE424H01027,537.1,20
878,SGBFEB32IV,IN0020230184,14366.68,10
879,KIRIINDUS,INE415I01015,545.65,20
880,RHIM,INE743M01012,472.2,20
881,ROUTE,INE450U01017,678.6,20
882,BAJAJHIND,INE306A01021,20.94,20
883,GVPIL,INE878A01011,361,23.61
884,AGI,INE415A01038,769.9,20
885,BRIGADE,INE791I01019,923.3,20
886,GULFOILLUB,INE635Q01029,1180,20
887,NH,INE410P01011,2017,20
888,WEBELSOLAR,INE855C01023,113.8,22.63
889,DENTA,INE0R4L01018,385.1,20
890,SGBMR29XII,IN0020200427,12838.57,10
891,WOCKPHARMA,INE049B01025,1325.1,21.76
892,IKS,INE115Q01022,1590.4,20
893,GILT5YBEES,INF204KC1030,63.43,10
894,GOLDIETF,INF109KC1NT3,105.08,20
895,ASTRAMICRO,INE386C01029,993.3,20
896,KIRLOSBROS,INE732A01036,1739.1,20
897,EKC,INE184H01027,126.24,20
898,NESTLEIND,INE239A01024,1279.2,9
899,UNIONBANK,INE692A01016,153.19,20
900,PRUDENT,INE00F201020,2457.3,20.06
901,DLINKINDIA,INE250K01012,444.8,20
902,SANGHVIMOV,INE989A01032,349.25,22.24
903,MOTHERSON,INE775A01035,112,20
904,NAVA,INE725A01030,543.3,20
905,ERIS,INE406M01024,1669.6,20
906,EIHOTEL,INE230A01023,377.35,20
907,TITAGARH,INE615H01020,866.2,20
908,CHOLAHLDNG,INE149A01033,1885,20
909,DEVYANI,INE872J01023,147.32,20
910,EPIGRAL,INE071N01016,1455.3,20
911,SKFINDIA,INE640A01023,1984.9,20
912,SGBJUN31I,IN0020230069,13581.04,10
913,TATAGOLD,INF277KA1976,11.9,20
914,METROBRAND,INE317I01021,1141.6,20
915,TORNTPOWER,INE813H01021,1313.9,20
916,IRCON,INE962Y01021,165.21,20
917,BRIGHOTEL,INE03NU01014,78.58,20
918,POONAWALLA,INE511C01022,468.45,20
919,LEMONTREE,INE970X01018,152.46,20
920,JINDALSTEL,INE749A01030,1069.4,20
921,360ONE,INE466L01038,1142.1,20
922,BLS,INE153T01027,321.95,20
923,GANESHCP,INE652V01016,271.5,20
924,COHANCE,INE03QK01018,581.85,20
925,BBL,INE464A01036,2979.3,20
926,INDIAMART,INE933S01016,2391.8,20
927,VGUARD,INE951I01027,347.9,20
928,MANYAVAR,INE825V01034,614.6,20
929,INDIASHLTR,INE922K01024,895.6,20
930,DYNAMATECH,INE221B01012,9753,20
931,CESC,INE486A01021,169.83,20
932,SJS,INE284S01014,1768.4,20
933,KRSNAA,INE08LI01020,818,20
934,VENKEYS,INE398A01010,1348.1,20
935,HEIDELBERG,INE578A01017,183.34,20
936,CGCL,INE180C01042,193.72,20
937,OLAELEC,INE0LXG01040,41.88,100
938,LUXIND,INE150G01020,1178.9,20
939,GSFC,INE026A01025,190.82,20
940,VIMTALABS,INE579C01029,620.45,26.04
941,MANORAMA,INE00VM01036,1344.6,20
942,ALEMBICLTD,INE426A01027,98.95,20
943,COALINDIA,INE522F01014,379.65,9.02
944,SUNTECK,INE805D01034,426.95,20
945,MEDANTA,INE474Q01031,1213.1,20
946,KALAMANDIR,INE438K01021,170.05,20
947,AEGISLOG,INE208C01025,777.55,20
948,GLAXO,INE159A01016,2509,20
949,VSTIND,INE710A01016,253.2,20
950,ASAHIINDIA,INE439A01020,997.35,20
951,PFC,INE134E01011,372.75,20
952,CRAFTSMAN,INE00LO01017,6770,20
953,QUADFUTURE,INE0LRY01011,314.4,21.88
954,ENRIN,INE1NPP01017,3346,20
955,MANINDS,INE993A01026,464,22.01
956,ADANIPOWER,INE814H01029,151.46,20
957,LIQUIDSBI,INF200KA13Z8,1000,5
958,SGBFEB29XI,IN0020200393,12840,10
959,SGBJAN27,IN0020180462,13000,10
960,SAPPHIRE,INE806T01020,261.75,20
961,LUMAXTECH,INE872H01027,1393,21.43
962,SUBROS,INE287B01021,864,20.81
963,SHYAMMETL,INE810G01011,835,20
964,INOXWIND,INE066P01011,138.08,20
965,CROMPTON,INE299U01018,270,20
966,AUTOIETF,INF109KC10V2,28.28,20
967,JPPOWER,INE351F01018,21.64,20.9
968,HEG,INE545A01024,513.45,20
969,GALLANTT,INE297H01019,613.2,22.49
970,EBBETF0433,INF754K01QX0,1273.03,20
971,SETFNIFBK,INF200KA1580,607.14,20
972,WELCORP,INE191B01025,883.15,20
973,ANTHEM,INE0CZ201020,647.45,20
974,HDFCGOLD,INF179KC1981,104.89,20
975,DEEPINDS,INE0FHS01024,481.65,20
976,CAMPUS,INE278Y01022,257.95,20
977,ACMESOLAR,INE622W01025,244.4,20
978,FIRSTCRY,INE02RE01045,321.2,20
979,TECHNOE,INE285K01026,1210.8,20
980,JSL,INE220G01021,768.35,20
981,SGBFEB27,IN0020180561,12850,10
982,GREAVESCOT,INE224A01026,207.78,20
983,MOL,INE0CT101020,69.67,20
984,EASEMYTRIP,INE07O001026,7.51,20
985,ELECON,INE205B01031,532.45,20
986,LGEINDIA,INE324D01010,1683.9,20
987,MTARTECH,INE864I01014,2696.9,20
988,KPIL,INE220B01022,1230.7,20
989,AARTIIND,INE769A01020,386.85,20
990,NETWORK18,INE870H01013,45.59,20
991,VOLTAMP,INE540H01012,8250.5,20
992,IRCTC,INE335Y01020,703,20
993,BANKIETF,INF109KC15I8,60.65,20
994,ZYDUSWELL,INE768C01028,456.15,20
995,FACT,INE188A01015,903.9,20
996,NUVAMA,INE531F01015,7336,20
997,RKFORGE,INE399G01023,540.9,20
998,SGBJAN29X,IN0020200385,12821.1,10
999,KSL,INE907A01026,799.95,20
1000,TEAMLEASE,INE985S01024,1679.8,20
1001,SWANCORP,INE665A01038,473.75,20.17
1002,GNFC,INE113A01013,491.75,20
1003,GMRP&UI,INE0CU601026,132.19,20
1004,ETHOSLTD,INE04TZ01018,2849.7,20
1005,KPITTECH,INE04I401011,1196.6,20
1006,DCMSHRIRAM,INE499A01024,1174.2,20
1007,LTTS,INE010V01017,4331.3,20
1008,GRAPHITE,INE371A01025,562.55,20
1009,MAXHEALTH,INE027H01010,1168.9,13.41
1010,GODREJAGRO,INE850D01014,571.2,20
1011,JKIL,INE576I01022,607.45,20
1012,IDEA,INE669E01016,10.17,24
1013,SJVN,INE002L01015,81.84,20
1014,AIAENG,INE212H01026,3839.6,20
1015,ALLCARGO,INE418H01029,15.49,100
1016,RITES,INE320J01015,247.61,20
1017,EPL,INE255A01020,197.08,20
1018,MARICO,INE196A01026,736.15,20
1019,GRANULES,INE101D01020,550.8,20
1020,ICICIBANK,INE090A01021,1383,9
1021,AXITA,INE02EZ01022,8,20
1022,HDFCSML250,INF179KC1FB2,170.73,6.61
1023,IIFLCAPS,INE489L01022,313.85,22.78
1024,ZENTEC,INE251B01027,1445.8,20.49
1025,TSFINV,INE202Z01029,537.45,20.09
1026,ASIANPAINT,INE021A01026,2859.8,9
1027,RIIL,INE046A01015,868.95,20
1028,PRIVISCL,INE959A01019,3205.2,20
1029,BALMLAWRIE,INE164A01016,192.22,20
1030,CASTROLIND,INE172A01027,190.68,20
1031,IRB,INE821I01022,43.97,20
1032,TARIL,INE763I01026,313.15,24.31
1033,TAJGVK,INE586B01026,403.85,20
